1460607403:   
3096626743:  !
3687087848: zc
1232751624: zd
2750018019: ze
3901043554: zf
726293260: zg
2405923799: zh
3593785084: zi
2499696044: zj
3174210318: zk
1707513712: zl
2121795603: zm
2743804800: zn
1116532543: zo
3566976541: zp
2168840199: zq
2830567640: zr
4235337072: zs
4197344745: zt
1026167009: zu
3059015616: zv
1510012514: zw
321199095: zx
2812310705: zy
2205254069: zz
2032337145: z{
35712968: z|
1495880632: z}
529705549: z~
3301286696: z
4245969645: { 
3015232788: {!
2467777513: {"
2684383023: {#
1958081030: {$
2935558569: {%
602139998: {&
1407805508: {'
3299074718: {(
1452424289: {)
298146838: {*
1237524055: {+
17159097: {,
3232901983: {-
4222716594: {.
4021988212: {/
4156704691: {0
1074532995: {1
2016458514: {2
39235610: {3
3903767697: {4
3261373305: {5
80146029: {6
171119577: {7
619701326: {8
2960024915: {9
563757570: {:
1388829328: {;
2974776670: {<
1109122190: {=
4020985413: {>
1665398162: {?
1958748915: {@
2420908041: {A
148224750: {B
1202403592: {C
1307575404: {D
2183493270: {E
2612314000: {F
241190043: {G
2009775442: {H
2901606366: {I
236777810: {J
3438475292: {K
1356288896: {L
3575558853: {M
3330898258: {N
2270622006: {O
2561673417: {P
591246559: {Q
3006625410: {R
1954239289: {S
1515478484: {T
2693237843: {U
3149132854: {V
2345717173: {W
3233243596: {X
4083773979: {Y
3066941681: {Z
835496521: {[
1145379148: {\
2559910796: {]
2985311608: {^
2908279562: {_
3350905672: {`
3691878866: {a
3960083496: {b
1085136226: {c
1071617330: {d
69145960: {e
937246681: {f
2521450296: {g
470594308: {h
3162200696: {i
2026259480: {j
2958809639: {k
1447784515: {l
3590135287: {m
1910813955: {n
796325148: {o
915830102: {p
1541263248: {q
718932421: {r
3709501329: {s
681286591: {t
1673517065: {u
3790209099: {v
3113340585: {w
2393925883: {x
1443816181: {y
3051924984: {z
3310776889: {{
297109978: {|
3042217538: {}
1010388291: {~
1650954665: {
2164500431: | 
3227370346: |!
1926126493: |"
3775958644: |#
1769992355: |$
1059838230: |%
2842557793: |&
1229709197: |'
629170325: |(
4117335459: |)
2767884102: |*
1489509657: |+
2930347006: |,
2013040783: |-
2604111057: |.
2382298096: |/
4140780057: |0
4029355420: |1
2918178870: |2
3935936702: |3
3432048666: |4
1962279628: |5
1035971976: |6
2915735630: |7
689265267: |8
3529470372: |9
4014161636: |:
2789966501: |;
1875830035: |<
3001471380: |=
1961229482: |>
4115590505: |?
1987199188: |@
1609703363: |A
3639542645: |B
800232270: |C
4066595595: |D
43884215: |E
2950676487: |F
3125214205: |G
4046706963: |H
4218673273: |I
1656626631: |J
65485663: |K
1555508570: |L
797447962: |M
2856222868: |N
636822131: |O
2982985561: |P
264015172: |Q
1131459438: |R
3826040030: |S
2378201259: |T
3670998287: |U
807949675: |V
772122014: |W
2215190415: |X
3155917328: |Y
1906017253: |Z
465209232: |[
896897967: |\
1177657027: |]
4060586239: |^
1778546795: |_
974434378: |`
2125677249: |a
1495223796: |b
257066913: |c
319513590: |d
3528098616: |e
2126732196: |f
2681163728: |g
449330431: |h
2403539953: |i
2788614343: |j
630434784: |k
183542554: |l
2556780812: |m
4133907037: |n
2556044410: |o
1082379835: |p
707096478: |q
3057008230: |r
3913916977: |s
1640342015: |t
3482318894: |u
1974345990: |v
2104808284: |w
315677724: |x
2037494667: |y
641333298: |z
2277071786: |{
4212678557: ||
3195736284: |}
2316320680: |~
789242740: |
3762695319: } 
128358789: }!
1771605143: }"
1257542530: }#
3601604186: }$
3255595549: }%
3749710722: }&
460632114: }'
1781054937: }(
2426438489: })
4121082538: }*
1694628715: }+
3008830984: },
3370842404: }-
2286292648: }.
3751349673: }/
4155572115: }0
3308253175: }1
3017846703: }2
3583361301: }3
1894621378: }4
617757594: }5
4015297708: }6
2520056276: }7
2644945380: }8
1759750492: }9
584812051: }:
2189708743: };
1532298556: }<
3171334510: }=
3674364243: }>
3716340573: }?
1727622386: }@
1758437252: }A
1948582429: }B
1018494657: }C
1744177120: }D
155902730: }E
305911824: }F
663731762: }G
2662317603: }H
428898523: }I
3299752957: }J
2926073173: }K
57808583: }L
345547871: }M
1639440700: }N
1406561037: }O
1199267176: }P
681879487: }Q
2305170123: }R
247338600: }S
1902201629: }T
3500631998: }U
4212617653: }V
930140856: }W
1424545340: }X
1576712914: }Y
3757815845: }Z
930109006: }[
102126794: }\
3956849763: }]
1387242201: }^
1153519937: }_
959948845: }`
71687818: }a
341890514: }b
1573881600: }c
4174326880: }d
1790279028: }e
3964444843: }f
274984394: }g
3166390491: }h
1636518635: }i
3251921216: }j
523764009: }k
1733246409: }l
3754852828: }m
1205619190: }n
3842441658: }o
1323292494: }p
2953058333: }q
234267381: }r
2975799013: }s
3498685214: }t
2388382740: }u
2232524017: }v
2653512451: }w
1210430417: }x
3280534233: }y
2069251955: }z
2876328804: }{
3833054152: }|
1105188095: }}
1980526160: }~
3822077401: }
155926822: ~ 
1663482700: ~!
1023856475: ~"
1261194889: ~#
1773682093: ~$
3627223325: ~%
1205303765: ~&
1287354805: ~'
605933772: ~(
3451767143: ~)
1491317223: ~*
439372031: ~+
3926950380: ~,
2021339957: ~-
4244371083: ~.
1587926454: ~/
2413391877: ~0
3124204537: ~1
2654635586: ~2
119933748: ~3
3851223370: ~4
1593071971: ~5
2498395290: ~6
2179838780: ~7
1730691800: ~8
643033076: ~9
3869967932: ~:
1655455028: ~;
4271941843: ~<
3656968801: ~=
1862335515: ~>
1623547945: ~?
1011011681: ~@
3561399319: ~A
2457057860: ~B
3895555863: ~C
3325535603: ~D
4278603560: ~E
436022772: ~F
2260430437: ~G
1909051148: ~H
3895460912: ~I
1072292606: ~J
3633912554: ~K
2830066290: ~L
1059913005: ~M
3273201481: ~N
830369452: ~O
1706764332: ~P
1042197381: ~Q
4199762903: ~R
1396861215: ~S
1416614342: ~T
3877962352: ~U
3310098946: ~V
1765466227: ~W
2863322018: ~X
3231082469: ~Y
2943453183: ~Z
3334871861: ~[
2493670032: ~\
4269528031: ~]
510072204: ~^
690066783: ~_
3994576020: ~`
2232701895: ~a
2288577963: ~b
608753601: ~c
4010700738: ~d
2254505451: ~e
3359152087: ~f
1737720032: ~g
1862291962: ~h
3140541899: ~i
3275258585: ~j
2228739843: ~k
1327388382: ~l
2410502374: ~m
549307383: ~n
368333421: ~o
3508085752: ~p
4284429470: ~q
3742680575: ~r
4257672960: ~s
1098548364: ~t
897105448: ~u
3769307597: ~v
3967845188: ~w
169715128: ~x
593491867: ~y
3985545209: ~z
316131581: ~{
646812658: ~|
1174022787: ~}
721945598: ~~
619192220: ~
2985342224:  
300346048: !
2054827240: "
3985342039: #
289697972: $
3490580580: %
777261744: &
1269630048: '
2692919561: (
3286408383: )
2823368657: *
2608970080: +
4065699389: ,
3829987870: -
776777648: .
1739331275: /
2726197878: 0
1254673730: 1
4216355143: 2
1162120204: 3
1106961472: 4
647693712: 5
1225086307: 6
1466137579: 7
2810545474: 8
3677099394: 9
1258982576: :
453746992: ;
3270725830: <
4146629220: =
2009207285: >
195843527: ?
460002527: @
118220332: A
3012225179: B
2807488828: C
2143108737: D
422218342: E
4130234186: F
2314324695: G
902594336: H
1939673448: I
3794828379: J
2411336308: K
2513899614: L
1282076256: M
4293241237: N
2937993557: O
2398261110: P
644070967: Q
3901994126: R
442877461: S
997746477: T
3419830047: U
508620795: V
1992406426: W
3531859895: X
426305057: Y
1901467284: Z
3998630921: [
3346172998: \
2052024355: ]
3555404389: ^
1997245552: _
1302056183: `
2785084442: a
2115942205: b
3108800653: c
1682870385: d
512047539: e
2718778143: f
909644639: g
936710745: h
2562811192: i
2096799731: j
297869687: k
1863594918: l
747691314: m
2790372666: n
2435710301: o
4158078941: p
4062758380: q
3273087896: r
2872786499: s
2642563623: t
1207724418: u
688286638: v
3535219167: w
483068651: x
3638281696: y
1724575214: z
1578690499: {
858690178: |
3274613883: }
115434089: ~
3746087940: 
